address,项目ID,lat_分析,lon_分析,分享截图,屋顶检测,问题截图,整体效果,问题截图,问题分类,A截图,B截图,C截图,面板铺设,问题截图,电池墙,问题截图,掩码分割,问题截图,标注区域,备注信息,标注人,备注,,,,,,,,
"87 Longerenong Ave, Box Hill NSW 2765, Australia",7153,-33.6534447,150.8820427,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"138 Pridham Ave, Box Hill NSW 2765澳大利亚",7159,-33.6534545,150.8816542,,合理,,可接受,,,,,,数量很少,,可接受,,合理,,,,,,,,,,,,,
"136 Pridham Ave, Box Hill NSW 2765, Australia",7161,,,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"130 Pridham Ave, Box Hill NSW 2765澳大利亚",7163,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"81 Longerenong Ave, Box Hill NSW 2765澳大利亚",7164,-33.6531946,150.88225,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"79 Longerenong Ave, Box Hill NSW 2765澳大利亚",7166,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"77 Longerenong Ave, Box Hill NSW 2765澳大利亚",7715,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"124 Pridham Ave, Box Hill NSW 2765澳大利亚",7176,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"75 Longerenong Ave, Box Hill NSW 2765澳大利亚",7179,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"73 Longerenong Ave, Box Hill NSW 2765澳大利亚",7188,-33.6528935,150.8825144,,合理,,有问题,,模型旋转,,,,合理,,合理,,合理,,,,,,,,,,,,,
"71 Longerenong Ave, Box Hill NSW 2765澳大利亚",7185,-33.6527851,150.8825423,,合理,,有问题,,模型旋转,,,,合理,,合理,,合理,,,,,,,,,,,,,
"69 Longerenong Ave, Box Hill NSW 2765澳大利亚",7204,-33.652698,150.8826268,,合理,,有问题,,模型旋转,,,,合理,,合理,,合理,,,,,,,,,,,,,
"65 Longerenong Ave, Box Hill NSW 2765澳大利亚",7207,,,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"2 Felling St, Box Hill NSW 2765澳大利亚",7209,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"4 Felling St, Box Hill NSW 2765澳大利亚",7212,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"4 Felling St, Box Hill NSW 2765澳大利亚",7214,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"114 Pridham Ave, Box Hill NSW 2765澳大利亚",7216,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"116 Pridham Ave, Box Hill NSW 2765澳大利亚",7215,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"118 Pridham Ave, Box Hill NSW 2765澳大利亚",7223,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"1 Felling St, Box Hill NSW 2765澳大利亚",7222,-33.6521266,150.8831644,,合理,,合理,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"63 Longerenong Ave, Box Hill NSW 2765澳大利亚",7224,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"3 Felling St, Box Hill NSW 2765, Australia",7225,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"5 Felling St, Box Hill NSW 2765, Australia",7226,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"7 Felling St, Box Hill NSW 2765澳大利亚",7728,-33.6519457,150.8827664,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"110 Pridham Ave, Box Hill NSW 2765澳大利亚",7230,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"108 Pridham Ave, Box Hill NSW 2765澳大利亚",7233,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"59 Longerenong Ave, Box Hill NSW 2765澳大利亚",7234,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"57 Longerenong Ave, Box Hill NSW 2765澳大利亚",7237,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"55 Longerenong Ave, Box Hill NSW 2765澳大利亚",7242,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"53 Longerenong Ave, Box Hill NSW 2765澳大利亚",7244,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"51 Longerenong Ave, Box Hill NSW 2765, Australia",7246,,,,合理,,可接受,,,,,,,,,,合理,,,,,,,,,,,,,
"49 Longerenong Ave, Box Hill NSW 2765澳大利亚",7248,-33.651305,150.8834715,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"45 Longerenong Ave, Box Hill NSW 2765澳大利亚",7252,,,,合理,,可接受,,,,,,,,,,合理,,,,,,,,,,,,,
"39 Longerenong Ave, Box Hill NSW 2765澳大利亚",7253,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"37 Longerenong Ave, Box Hill NSW 2765澳大利亚",7257,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"35 Longerenong Ave, Box Hill NSW 2765, Australia",7259,,,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"4 Wadham St, Box Hill NSW 2765澳大利亚",7266,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"76 Pridham Ave, Box Hill NSW 2765澳大利亚",7268,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"78 Pridham Ave, Box Hill NSW 2765澳大利亚",7270,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"80 Pridham Ave, Box Hill NSW 2765澳大利亚",7271,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"82 Pridham Ave, Box Hill NSW 2765澳大利亚",7273,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"86 Pridham Ave, Box Hill NSW 2765澳大利亚",7275,,,,合理,,可接受,,,,,,,,可接受,,合理,,,,,,,,,,,,,
"88 Pridham Ave, Box Hill NSW 2765澳大利亚",7277,,,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"90 Pridham Ave, Box Hill NSW 2765澳大利亚",7279,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"96 Pridham Ave, Box Hill NSW 2765澳大利亚",7280,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"98 Pridham Ave, Box Hill NSW 2765澳大利亚",7282,,,,合理,,合理,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"100 Pridham Ave, Box Hill NSW 2765澳大利亚",7278,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"104 Pridham Ave, Box Hill NSW 2765澳大利亚",7287,,,,合理,,可接受,,,,,,,,可接受,,合理,,,,,,,,,,,,,
"53 Brocklebank St, Box Hill NSW 2765澳大利亚",7288,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"51 Brocklebank St, Box Hill NSW 2765澳大利亚",7291,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"49 Brocklebank St, Box Hill NSW 2765澳大利亚",7293,,,,合理,,可接受,,,,,,,,可接受,,合理,,,,,,,,,,,,,
"47 Brocklebank St, Box Hill NSW 2765澳大利亚",7295,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"47 Brocklebank St, Box Hill NSW 2765澳大利亚",7300,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"43 Brocklebank St, Box Hill NSW 2765澳大利亚",7304,,,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"41 Brocklebank St, Box Hill NSW 2765澳大利亚",7336,,,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"37 Brocklebank St, Box Hill NSW 2765, Australia",7342,-33.6526797,150.8800869,,合理,,有问题,,模型旋转,,,,合理,,可接受,,效果差,,,,,,,,,,,,,
"35 Brocklebank St, Box Hill NSW 2765澳大利亚",7344,-33.6526334,150.8799819,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"33 Brocklebank St, Box Hill NSW 2765澳大利亚",7349,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"31 Brocklebank St, Box Hill NSW 2765澳大利亚",7353,,,,合理,,已解决,,加载失败,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"31 Brocklebank St, Box Hill NSW 2765澳大利亚",7373,-33.6525254,150.8797486,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"25 Brocklebank St, Box Hill NSW 2765, Australia",7399,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"21 Brocklebank St, Box Hill NSW 2765澳大利亚",7405,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"117 Longerenong Ave, Box Hill NSW 2765澳大利亚",706,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"119 Longerenong Ave, Box Hill NSW 2765澳大利亚",7407,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"121 Longerenong Ave, Box Hill NSW 2765澳大利亚",7409,,,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"123 Longerenong Ave, Box Hill NSW 2765澳大利亚",7412,,,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"133 Longerenong Ave, Box Hill NSW 2765澳大利亚",7416,,,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"7 Thorpe Wy, Box Hill NSW 2765澳大利亚",7419,,,,合理,,可接受,,,,,,,,可接受,,合理,,,,,,,,,,,,,
"9 Thorpe Wy, Box Hill NSW 2765澳大利亚",7422,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"11 Thorpe Wy, Box Hill NSW 2765澳大利亚",7423,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"13 Thorpe Wy, Box Hill NSW 2765澳大利亚",7428,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"15 Thorpe Wy, Box Hill NSW 2765澳大利亚",7429,,,,合理,,合理,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"311 Thorpe Wy, Box Hill NSW 2765澳大利亚",7434,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"23 Thorpe Wy, Box Hill NSW 2765澳大利亚",7437,-33.653205,150.8781886,,合理,,有问题,,服务错误,,,,,,,,,,,,,,,,,,,,,
"25 Thorpe Wy, Box Hill NSW 2765澳大利亚",7445,-33.6531644,150.8780991,,合理,,有问题,,服务错误,,,,,,,,,,,,,,,,,,,,,
"27 Thorpe Wy, Box Hill NSW 2765澳大利亚",7449,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"31 Thorpe Wy, Box Hill NSW 2765澳大利亚",7453,-33.6530305,150.877791,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"33 Thorpe Wy, Box Hill NSW 2765澳大利亚",7455,,,,合理,,可接受,,,,,,合理,,合理,,效果差,,,,,,,,,,,,,
"35 Thorpe Wy, Box Hill NSW 2765澳大利亚",7460,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"39 Thorpe Wy, Box Hill NSW 2765澳大利亚",7466,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"34 Gimmer Rd, Box Hill NSW 2765澳大利亚",7485,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"32 Gimmer Rd, Box Hill NSW 2765澳大利亚",7489,,,,合理,,可接受,,,,,,,,可接受,,合理,,,,,,,,,,,,,
"28 Gimmer Rd, Box Hill NSW 2765澳大利亚",7494,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"24 Gimmer Rd, Box Hill NSW 2765, Australia",7501,-33.6530977,150.8787205,,合理,,有问题,,差异较大,,,,可接受,,合理,,效果差,,,,,,,,,,,,,
"24 Gimmer Rd, Box Hill NSW 2765, Australia",7501,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"20 Gimmer Rd, Box Hill NSW 2765澳大利亚",7516,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"18 Gimmer Rd, Box Hill NSW 2765澳大利亚",7521,,,,合理,,可接受,,,,,,可接受,,可接受,,合理,,,,,,,,,,,,,
"16 Gimmer Rd, Box Hill NSW 2765澳大利亚",7525,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"12 Gimmer Rd, Box Hill NSW 2765澳大利亚",7529,,,,合理,,可接受,,,,,,可接受,,可接受,,合理,,,,,,,,,,,,,
"10 Gimmer Rd, Box Hill NSW 2765澳大利亚",75540,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"8 Gimmer Rd, Box Hill NSW 2765澳大利亚",7551,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"6 Gimmer Rd, Box Hill NSW 2765澳大利亚",7549,-33.652699,150.8778416,,合理,,有问题,,差异较大,,,,可接受,,合理,,效果差,,,,,,,,,,,,,
"4 Gimmer Rd, Box Hill NSW 2765澳大利亚",7553,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"43 Thorpe Wy, Box Hill NSW 2765澳大利亚",7558,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"45 Thorpe Wy, Box Hill NSW 2765澳大利亚",7561,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"150 Longerenong Ave, Box Hill NSW 2765澳大利亚",7565,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"148 Longerenong Ave, Box Hill NSW 2765澳大利亚",7568,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"144 Longerenong Ave, Box Hill NSW 2765澳大利亚",7575,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"142 Longerenong Ave, Box Hill NSW 2765澳大利亚",7579,-33.6525013,150.8780663,,合理,,有问题,,差异较大,,,,可接受,,合理,,效果差,,,,,,,,,,,,,
"140 Longerenong Ave, Box Hill NSW 2765澳大利亚",7584,,,,合理,,可接受,,,,,,合理,,合理,,效果差,,,,,,,,,,,,,
"138 Longerenong Ave, Box Hill NSW 2765澳大利亚",7359,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"132 Longerenong Ave, Box Hill NSW 2765澳大利亚",7598,,,,合理,,可接受,,,,,,,,可接受,,合理,,,,,,,,,,,,,
"130 Longerenong Ave, Box Hill NSW 2765澳大利亚",7600,-33.6527787,150.8786465,,合理,,有问题,,差异较大,,,,可接受,,合理,,效果差,,,,,,,,,,,,,
"126 Longerenong Ave, Box Hill NSW 2765澳大利亚",7605,-33.652867,150.8788444,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"124 Longerenong Ave, Box Hill NSW 2765澳大利亚",7609,,,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"120 Longerenong Ave, Box Hill NSW 2765, Australia",7611,-33.6529734,150.8791456,,合理,,有问题,,差异较大,,,,数量很少,,合理,,效果差,,,,,,,,,,,,,
"118 Longerenong Ave, Box Hill NSW 2765澳大利亚",7617,-33.6530106,150.8792544,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"114 Longerenong Ave, Box Hill NSW 2765澳大利亚",7626,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"110 Longerenong Ave, Box Hill NSW 2765澳大利亚",7630,-33.65321,150.8796054,,合理,,有问题,,服务错误,,,,,,合理,,合理,,,,,,,,,,,,,
"108 Longerenong Ave, Box Hill NSW 2765澳大利亚",7634,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"139 Longerenong Ave, Box Hill NSW 2765澳大利亚",7701,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"141 Longerenong Ave, Box Hill NSW 2765澳大利亚",7647,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"143 Longerenong Ave, Box Hill NSW 2765澳大利亚",7654,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"145 Longerenong Ave, Box Hill NSW 2765澳大利亚",7712,-33.652109,150.8781782,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"143 Longerenong Ave, Box Hill NSW 2765澳大利亚",7696,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"141 Longerenong Ave, Box Hill NSW 2765澳大利亚",7701,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"139 Longerenong Ave, Box Hill NSW 2765澳大利亚",7709,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"17 Brocklebank St, Box Hill NSW 2765澳大利亚",7717,-33.6520982,150.8787367,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"15 Brocklebank St, Box Hill NSW 2765澳大利亚",7727,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"13 Brocklebank St, Box Hill NSW 2765澳大利亚",7736,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"7 Brocklebank St, Box Hill NSW 2765澳大利亚",7753,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"5 Brocklebank St, Box Hill NSW 2765澳大利亚",7760,-33.6518079,150.8781287,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"5 Brocklebank St, Box Hill NSW 2765澳大利亚",7766,-33.6518079,50.8781287,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"3 Brocklebank St, Box Hill NSW 2765澳大利亚",7773,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"1 Brocklebank St, Box Hill NSW 2765澳大利亚",7776,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
